timestamp,action,ticker,shares,price,total,cash_after
2026-04-27 14:00:00,buy,MDT,7.578512396694215,83.49,632.73,5367.27
2026-04-27 14:00:00,buy,ABT,6.623035522066738,92.9,615.28,4751.990000000001
2026-04-27 14:00:00,buy,TTD,24.977927265083036,23.785,594.1,4157.89
2026-04-27 14:00:00,buy,NE,9.859386686611817,53.48,527.28,3630.6100000000006
2026-04-27 14:00:00,buy,AVAV,2.3323125606083805,195.93,456.97,3173.6400000000003
2026-04-27 14:00:00,buy,AYI,1.5830186718398171,288.67,456.97,2716.67
2026-04-27 14:00:00,buy,BDC,3.4558723436436516,132.23,456.97,2259.7
2026-04-27 14:00:00,buy,CRBG,17.131021555763823,26.675,456.96999999999997,1802.7299999999998
2026-04-27 14:00:00,buy,AIQ,2.9960216998191687,55.3,165.68,1637.0499999999997
2026-04-27 14:00:00,buy,BOTZ,4.317394136807818,38.375,165.68,1471.3699999999997
2026-04-27 14:00:00,buy,ITA,0.7678546600546878,215.77,165.68,1305.6899999999996
2026-04-27 14:00:00,buy,XAR,0.6468085106382979,256.15,165.68,1140.0099999999995
2026-04-28 14:00:00,buy,OGN,28.81209829867675,13.225,381.04,758.9699999999996
2026-04-28 14:00:00,buy,BP,7.133211482636276,46.505,331.73,427.23999999999955
2026-04-29 14:00:00,sell,MDT,7.578512396694215,79.59,603.1738016528926,1030.4138016528923
2026-04-30 13:00:00,sell,BDC,3.4558723436436516,116.095,401.20949973530975,1431.623301388202
2026-04-30 14:00:00,buy,MPC,1.787147522129346,243.455,435.09,996.5333013882021
2026-05-01 14:00:00,sell,ABT,6.623035522066738,89.235,591.0065748116253,1587.5398761998274
2026-05-01 14:00:00,buy,AAOI,4.909713331477874,179.65,882.03,705.5098761998274
2026-05-04 14:00:00,buy,CI,1.4393595114677271,281.66,405.4100000000001,300.09987619982735
2026-05-05 13:00:00,sell,AVAV,2.3323125606083805,173.26,404.096474251008,704.1963504508353
2026-05-05 14:00:00,buy,SAN,34.46206019499788,11.795,406.48,297.7163504508353
2026-05-07 13:00:00,sell,NE,9.859386686611817,47.95,472.75759162303666,770.473942073872
2026-05-07 14:00:00,sell,BP,7.133211482636276,43.5,310.294699494678,1080.76864156855
2026-05-07 14:00:00,buy,DOCN,2.258252804980868,154.19,348.2,732.56864156855
2026-05-07 16:00:00,sell,AAOI,4.909713331477874,158.585,778.6068886724187,1511.1755302409688
2026-05-07 20:00:00,sell,TTD,24.977927265083036,20.0,499.55854530166073,2010.7340755426294
2026-05-08 00:00:00,buy,SPY,1.4409954216981362,731.53,1054.1313808348375,956.6026947077919
2026-05-08 14:00:00,sell,XAR,0.6468085106382979,264.72,171.22314893617025,1127.8258436439621
2026-05-08 14:00:00,buy,INTC,5.8317781011899665,116.81,681.21,446.6158436439621
2026-05-08 14:00:00,buy,WMG,10.674103105215556,33.17,354.06,92.55584364396208
2026-05-08 14:00:00,buy,ILMN,0.6682973655652701,138.495,92.55584364396208,0.0
2026-05-09 00:00:00,sell,SPY,1.168732942135802,737.54,861.9872941428393,861.9872941428393
2026-05-11 12:00:00,sell,SPY,0.005266106537126717,737.54,3.8839642153924383,865.8712583582318
2026-05-11 14:00:00,sell,AYI,1.5830186718398171,293.51,464.6318103717047,1330.5030687299366
2026-05-11 14:00:00,buy,AMD,1.5051825934834901,457.3,688.32,642.1830687299365
2026-05-11 15:00:00,sell,SPY,0.26699637302520757,740.22,197.63605524071914,839.8191239706557
2026-05-12 14:00:00,buy,MET,6.430021332988558,77.345,497.33,342.4891239706557
2026-05-15 14:00:00,sell,MPC,1.787147522129346,254.02,453.9712135712965,796.4603375419522
2026-05-15 14:00:00,buy,EQH,15.758239171374765,42.48,669.41,127.05033754195222
2026-05-18 14:00:00,sell,OGN,28.81209829867675,13.43,386.94648015122874,513.9968176931809
2026-05-18 14:00:00,buy,AAOI,2.9829592196497825,170.18,507.64,6.356817693180915
2026-05-19 13:00:00,sell,AMD,1.5051825934834901,405.525,610.3891712223923,616.7459889155732
2026-05-19 14:00:00,sell,CI,1.4393595114677271,288.44,415.1688574877512,1031.9148464033244
2026-05-19 14:00:00,sell,INTC,5.8317781011899665,104.74,610.8204383186371,1642.7352847219615
2026-05-19 14:00:00,sell,SAN,34.46206019499788,11.79,406.307689699025,2049.0429744209864
2026-05-19 14:00:00,sell,WMG,10.674103105215556,34.31,366.22847753994574,2415.271451960932
2026-05-19 14:00:00,buy,VOYA,8.153846153846153,80.665,657.73,1757.5414519609321
2026-05-19 14:00:00,buy,BFC,5.366645627323094,142.59,765.23,992.3114519609321
2026-05-19 14:00:00,buy,AMD,1.6312343443863,403.21,657.73,334.5814519609321
2026-05-19 14:00:00,buy,PPA,0.7373977785914805,163.86,120.83,213.75145196093212
2026-05-20 14:00:00,sell,ILMN,0.6682973655652701,140.46,93.86904796729785,307.62049992822995
2026-05-20 14:00:00,buy,NOC,0.5565323972685957,552.745,307.62049992822995,0.0
2026-05-21 14:00:00,sell,DOCN,2.258252804980868,161.07,363.7367792982684,363.7367792982684
2026-05-21 14:00:00,buy,IMAX,10.663640554038945,34.11,363.7367792982684,0.0
2026-05-22 14:00:00,sell,CRBG,17.131021555763823,27.85,477.0989503280225,477.0989503280225
2026-05-22 14:00:00,buy,DULL,8.399629407183495,56.8,477.0989503280225,0.0
